thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,diagnostic_noise
,283.0,1.7,1.3,C4,4.0,0.0,1,Z-CLY,0.00454
52.6,141.0,3.6,-1.9,C3,3.0,0.0,0,Z-BRR,1.29785
50.7,129.0,5.7,1.0,,1.0,1.0,0,Z-WJW,-0.51099
53.5,148.0,-1.2,-2.1,C1,3.0,0.0,1,Z-YAX,-1.72078
,123.0,-4.6,-9.4,C2,1.0,1.0,1,,-0.35437
33.6,83.0,0.3,-2.4,C3,1.0,1.0,0,Z-WXU,-1.28836
45.4,82.0,4.5,-2.4,C2,1.0,0.0,0,Z-OAY,-0.31516
54.9,113.0,0.1,1.2,C1,4.0,0.0,1,Z-HCQ,-1.63829
37.5,,3.5,8.4,C5,3.0,0.0,1,Z-BGF,1.45491
62.0,64.0,-2.0,5.9,C4,1.0,1.0,1,Z-AGG,-0.10468
53.1,102.0,-1.5,,C3,3.0,0.0,0,Z-DHM,0.57912
56.9,136.0,,1.6,C4,2.0,1.0,0,Z-MKE,-0.02984
45.6,56.0,4.1,1.7,C1,4.0,1.0,1,Z-FJH,0.73902
56.7,85.0,3.9,5.3,C1,5.0,0.0,1,Z-ECA,-0.32863
58.7,146.0,0.1,-1.9,C1,2.0,0.0,0,Z-IFH,-0.49039
52.0,140.0,6.9,9.0,C1,2.0,1.0,0,Z-JTY,-0.97373
52.0,87.0,1.0,2.0,C1,4.0,1.0,1,Z-PWO,-0.66645
52.3,109.0,4.9,-4.3,C4,3.0,1.0,0,Z-KRI,0.78312
43.2,87.0,4.1,2.7,C4,4.0,1.0,0,Z-XZX,0.93579
49.0,130.0,4.3,-2.6,C2,3.0,0.0,0,Z-IPZ,-0.59322
48.9,84.0,3.2,-0.7,C3,2.0,0.0,0,Z-HLU,-1.61482
53.2,95.0,,-3.1,C1,4.0,0.0,1,Z-XLA,0.82816
58.2,150.0,-3.9,-1.4,C1,2.0,1.0,1,Z-ETA,-0.95979
41.7,59.0,-2.3,-3.3,,1.0,1.0,0,Z-KPN,-0.77951
49.2,85.0,0.3,-2.8,C3,5.0,0.0,0,,-0.33737
62.0,124.0,4.6,11.8,C3,3.0,0.0,0,Z-CJY,0.90572
44.2,131.0,2.4,-2.9,C3,2.0,1.0,0,,0.30623
43.6,57.0,,2.9,C5,,0.0,1,Z-ORB,-0.33432
51.8,84.0,4.0,5.2,C1,1.0,0.0,1,Z-SPS,-1.54214
56.9,128.0,3.9,3.0,C1,3.0,1.0,0,Z-XXZ,-0.02705
50.3,121.0,-3.1,-7.6,C1,5.0,0.0,1,,1.09542
60.8,124.0,,-7.0,C5,4.0,0.0,1,Z-GUT,0.10994
,109.0,-0.1,1.4,C2,4.0,1.0,1,Z-MJI,0.64156
56.9,115.0,4.4,7.1,C2,,0.0,0,Z-NJH,0.05228
54.6,67.0,2.8,1.1,C5,1.0,0.0,1,Z-GMC,-0.26696
68.8,135.0,6.0,-1.5,C2,3.0,1.0,0,Z-JXZ,0.13277
48.5,138.0,-0.3,-1.3,C1,1.0,,1,Z-SAL,-0.02129
34.1,38.0,0.7,,C1,1.0,1.0,0,Z-RIU,2.38619
63.0,101.0,4.0,-1.9,C2,2.0,1.0,0,Z-MTD,0.20468
46.5,84.0,-1.4,-3.7,C3,5.0,0.0,0,Z-IRH,-0.07807
51.0,93.0,4.1,2.7,,2.0,1.0,1,Z-NEC,0.00306
60.6,168.0,2.1,,C1,3.0,1.0,0,Z-GTX,0.24797
37.3,54.0,3.0,-0.8,C3,5.0,0.0,0,Z-IAQ,0.27574
40.1,53.0,5.6,,C1,4.0,1.0,1,Z-YKG,0.83859
37.3,100.0,6.4,10.4,C4,1.0,0.0,1,Z-MPE,0.8104
43.8,72.0,3.4,-4.5,C1,3.0,1.0,0,Z-VWW,0.2616
53.7,128.0,-3.5,,,4.0,0.0,1,Z-RWE,-1.9829
54.4,,-1.2,-2.5,C2,3.0,0.0,1,Z-SZV,0.82372
52.4,116.0,4.5,7.0,C4,2.0,1.0,0,Z-DDW,0.28214
38.9,39.0,4.5,4.3,C1,3.0,0.0,1,Z-RDR,1.42618
31.7,82.0,0.6,3.9,C1,3.0,0.0,1,Z-UAT,-2.35197
50.6,107.0,4.7,-4.3,C1,3.0,0.0,1,Z-YBN,0.78916
46.4,87.0,-1.0,-0.5,C5,1.0,0.0,1,Z-PIG,-2.26502
-79.3,73.0,3.4,-10.2,,5.0,0.0,0,Z-BHI,0.05344
55.8,116.0,3.3,7.4,C5,5.0,0.0,1,Z-YPD,-0.32558
51.3,122.0,4.1,7.5,C1,2.0,1.0,0,Z-LAE,0.87319
56.2,96.0,0.2,-2.4,C2,2.0,0.0,1,Z-YOG,-2.06714
52.0,90.0,-1.3,-12.1,C2,2.0,1.0,0,Z-QZL,0.73702
54.4,129.0,2.1,,C1,3.0,0.0,1,Z-JVZ,-1.65853
44.5,336.0,,7.5,C2,2.0,0.0,0,Z-DGD,-0.4826
48.7,123.0,5.1,5.0,C2,3.0,0.0,0,Z-BRZ,-0.66554
51.7,109.0,-1.2,5.6,C1,5.0,0.0,1,Z-ZEN,0.5374
56.7,105.0,4.4,1.4,C2,2.0,0.0,1,Z-OUV,-0.46678
47.0,94.0,5.0,11.8,C3,2.0,1.0,0,Z-RPP,0.08816
54.3,72.0,6.4,-4.1,C2,1.0,0.0,1,Z-IIS,-0.74902
48.0,93.0,3.0,-1.7,C2,2.0,,0,Z-TYT,-0.51652
49.2,129.0,2.8,-4.2,C4,5.0,1.0,1,Z-GJR,-0.82439
56.8,113.0,4.3,5.7,,,0.0,0,Z-ZWJ,
34.2,57.0,,-0.1,C3,3.0,0.0,0,Z-DTX,-0.67908
39.8,64.0,2.8,,C1,2.0,0.0,1,Z-PWL,
38.3,80.0,5.3,6.4,C3,,1.0,1,Z-CCK,0.63772
31.5,36.0,-0.5,-0.8,C1,,0.0,0,Z-XFT,0.3865
44.7,67.0,1.3,-0.5,C1,4.0,0.0,1,Z-SUJ,1.5577
56.2,152.0,5.0,-1.3,C2,4.0,0.0,0,Z-JGJ,-0.10206
47.9,69.0,-0.3,1.1,C4,1.0,1.0,0,Z-OSZ,0.75438
51.7,81.0,0.0,,C1,3.0,0.0,1,Z-XCC,-0.64519
58.9,123.0,3.5,5.1,C2,3.0,0.0,0,Z-GPG,0.96656
,106.0,-1.1,4.2,C1,1.0,0.0,0,Z-NSX,1.45656
49.6,,3.9,1.0,C1,2.0,1.0,1,Z-FGD,1.42788
61.0,142.0,1.1,5.4,C2,2.0,0.0,0,Z-UJE,-1.78247
50.9,60.0,-2.4,-2.5,C1,4.0,0.0,1,Z-MQB,-1.20478
43.5,109.0,-0.0,1.3,C4,3.0,1.0,0,Z-HRB,-1.99811
45.4,77.0,6.0,-1.5,C1,4.0,0.0,1,Z-QNP,1.02578
38.3,73.0,2.7,-1.7,C2,5.0,0.0,0,Z-MAG,1.21439
43.1,140.0,-3.0,-6.7,C1,3.0,0.0,1,,-0.38792
47.3,58.0,-1.2,3.5,C1,3.0,0.0,1,Z-OTW,-0.90298
56.6,127.0,-0.2,-2.9,C2,5.0,0.0,1,Z-PHK,-0.65588
63.9,154.0,3.8,4.9,C1,2.0,1.0,0,Z-NDT,-0.94863
39.1,63.0,4.2,2.2,C1,1.0,0.0,1,Z-SOW,-0.63484
53.3,88.0,4.7,1.4,C1,3.0,0.0,1,Z-YZC,-0.81893
41.8,76.0,-2.1,-9.3,C1,3.0,,0,Z-AXT,0.71524
54.0,279.0,5.1,-4.8,C3,5.0,0.0,0,Z-LGQ,2.01352
49.1,100.0,-1.1,-3.6,C4,3.0,0.0,0,Z-ZGE,-0.16231
35.5,100.0,-0.8,-3.0,C1,3.0,1.0,0,Z-WMW,0.79567
57.6,103.0,-2.1,-6.7,C1,3.0,1.0,1,Z-YOH,1.53208
45.3,117.0,2.8,1.9,C1,3.0,1.0,1,Z-CVY,1.40645
45.9,,-3.2,4.4,C3,5.0,0.0,0,Z-IDN,-0.22037
,98.0,5.3,9.8,C1,3.0,0.0,1,Z-FQO,0.51301
44.9,106.0,-0.4,-1.6,C1,,0.0,1,Z-HBO,1.32494
53.6,90.0,5.2,3.4,C2,2.0,0.0,1,Z-ECW,1.12616
48.6,27.0,4.4,5.2,C3,5.0,1.0,1,Z-ZBD,1.4037
52.8,121.0,4.9,4.0,C2,5.0,0.0,0,Z-EYJ,-0.65965
53.1,127.0,-2.0,-0.4,C3,5.0,0.0,0,Z-NZW,
60.7,125.0,2.8,2.2,C1,5.0,0.0,0,Z-PTA,0.88578
47.4,120.0,2.8,1.5,C1,4.0,0.0,1,Z-QLI,-0.19138
38.3,66.0,3.9,-0.7,C3,4.0,0.0,0,Z-CTE,2.05889
,,-0.7,-0.5,C3,1.0,0.0,0,Z-FPD,2.50262
47.5,136.0,4.9,-6.7,C1,2.0,0.0,1,Z-RNG,-0.84059
59.1,133.0,3.4,2.7,C1,4.0,0.0,0,Z-MHA,-0.6136
53.2,142.0,4.0,-6.7,C1,2.0,0.0,1,Z-WEB,-0.0753
49.1,135.0,4.6,3.7,C4,3.0,0.0,0,Z-DAB,0.32631
53.0,72.0,4.3,-1.8,,3.0,0.0,1,Z-XRZ,1.1319
65.8,146.0,4.8,8.2,C4,3.0,0.0,0,Z-JXB,1.88258
66.8,111.0,4.5,2.9,C4,2.0,0.0,0,Z-BIZ,-0.74033
50.7,71.0,-3.2,-4.2,C2,5.0,1.0,1,Z-OBO,-0.07703
51.4,95.0,,1.5,,2.0,0.0,0,Z-GVX,0.82133
58.8,162.0,3.9,-1.7,C1,4.0,1.0,0,Z-AFR,-0.54843
43.4,74.0,5.2,7.9,C1,,0.0,1,Z-LIN,0.53841
52.8,57.0,-0.3,1.2,C2,4.0,1.0,1,Z-EMG,-1.39756
50.0,61.0,-5.0,-8.2,C3,4.0,1.0,0,Z-ARL,0.35964
52.7,,4.3,-2.1,C5,5.0,0.0,1,Z-IQF,-0.12062
43.5,69.0,,-4.9,C2,1.0,0.0,0,Z-ROI,0.45125
37.4,24.0,1.6,-0.6,C1,,1.0,0,Z-EKT,-1.09324
33.6,35.0,5.9,-1.1,C1,2.0,1.0,0,Z-LDO,-0.79306
41.2,90.0,2.7,-1.2,C2,2.0,1.0,0,Z-QZN,-0.559
46.5,295.0,4.4,-0.3,C3,2.0,1.0,0,Z-LRD,-1.38866
47.8,84.0,6.1,2.9,C2,4.0,0.0,1,Z-GDG,-1.9153
65.7,144.0,1.0,-1.6,C4,5.0,1.0,0,Z-EZU,-1.15365
59.0,140.0,1.1,1.4,C1,4.0,1.0,0,,0.53626
42.5,66.0,2.5,0.7,C2,2.0,1.0,0,Z-BBI,-0.24672
52.9,102.0,-0.2,-0.0,C1,2.0,0.0,1,,0.22799
46.9,79.0,3.3,,,2.0,1.0,0,,-0.08928
47.9,111.0,1.6,-1.0,C3,1.0,0.0,0,Z-RKK,1.7188
51.6,86.0,3.9,4.7,,4.0,1.0,1,,-0.46674
55.1,76.0,1.0,-12.4,C2,1.0,1.0,0,Z-DIQ,-0.14902
47.4,97.0,2.9,-0.6,C1,3.0,0.0,0,Z-JVH,0.81392
58.7,145.0,8.0,2.9,C5,3.0,0.0,0,Z-DEK,0.08568
41.0,99.0,-3.1,-3.8,C3,1.0,0.0,0,Z-WIV,0.26046
50.2,128.0,0.1,-4.2,C4,2.0,,0,Z-EOC,0.50131
71.0,160.0,-1.2,-0.4,C1,1.0,0.0,0,Z-DVU,-0.97729
51.9,105.0,3.1,4.2,C1,3.0,0.0,1,Z-IGT,-1.20592
61.6,104.0,-1.5,-8.8,C2,4.0,0.0,1,Z-KTR,-0.65041
50.9,78.0,3.1,2.1,,5.0,0.0,1,Z-JBA,0.90751
54.8,65.0,4.8,,,2.0,0.0,1,Z-BEO,2.53576
49.7,132.0,-0.0,0.4,C1,2.0,1.0,1,Z-IXA,-1.08732
48.8,89.0,8.0,3.4,C2,3.0,,1,Z-UTZ,0.36051
43.9,44.0,0.4,-4.6,C2,4.0,1.0,0,Z-NCY,-2.10705
53.6,139.0,-1.7,-10.3,C1,3.0,0.0,1,Z-WLR,-0.16834
43.3,91.0,-0.7,-2.6,C3,5.0,0.0,0,Z-RAB,
55.5,,-1.3,-7.6,C3,1.0,0.0,0,Z-HFI,0.09018
,108.0,3.3,-5.0,C1,4.0,1.0,1,,-1.30276
53.1,,3.3,2.1,C5,4.0,0.0,1,Z-VGF,-0.39246
47.9,318.0,6.7,8.4,C5,2.0,0.0,1,Z-TCH,1.60943
,121.0,3.6,3.2,C2,2.0,1.0,0,Z-YIL,
47.7,89.0,1.4,-6.4,,2.0,0.0,0,Z-VYK,-0.68297
57.6,148.0,2.8,0.2,C2,2.0,1.0,0,,0.16742
35.5,101.0,5.7,6.2,C1,2.0,0.0,1,Z-MRY,-0.82345
47.5,,-3.7,-5.5,C1,4.0,0.0,1,Z-ZDE,-0.46265
34.2,44.0,4.2,3.4,C1,1.0,0.0,1,,-0.31706
38.2,47.0,6.0,1.8,C1,4.0,0.0,1,Z-IQW,-0.07235
61.1,151.0,2.7,-0.9,C5,3.0,1.0,0,Z-IHH,-0.37085
,53.0,-2.8,-6.9,C5,2.0,0.0,1,Z-SVT,0.53304
44.4,88.0,1.7,2.4,C2,4.0,,1,Z-QSC,-1.42558
38.1,84.0,1.3,2.4,C2,2.0,0.0,0,Z-NNE,-1.17109
26.4,47.0,3.8,-0.6,C5,1.0,1.0,0,Z-DXF,0.89127
45.8,92.0,-1.3,0.4,C3,3.0,0.0,0,Z-JXA,-0.47596
69.5,306.0,5.5,-2.8,C1,2.0,,0,Z-KCP,-0.18711
53.6,90.0,5.4,2.4,C5,2.0,,1,Z-PSB,-0.51426
45.7,117.0,-2.1,-9.2,C2,3.0,1.0,1,Z-WWG,-0.51887
53.9,122.0,3.7,-3.1,C1,3.0,1.0,1,Z-ANN,-1.15351
37.7,74.0,6.6,-1.6,C1,4.0,1.0,1,Z-ZKZ,0.05435
47.8,74.0,5.2,0.2,C3,3.0,1.0,0,Z-NZG,-0.07611
51.0,99.0,-0.3,0.8,C1,3.0,1.0,1,Z-OAX,-0.95976
49.5,156.0,3.5,1.1,C4,3.0,0.0,0,Z-MOS,0.02126
56.5,91.0,0.1,-4.0,C3,5.0,1.0,1,Z-LII,1.0535
52.9,146.0,0.3,-2.1,C1,1.0,0.0,1,Z-QDO,
55.5,62.0,1.3,-9.2,C1,4.0,1.0,0,Z-KSX,0.92474
44.6,68.0,-1.5,-0.5,C2,1.0,0.0,0,Z-TFJ,-0.63846
57.3,98.0,4.9,-6.9,C1,2.0,1.0,1,Z-CPH,-0.42781
,148.0,,-5.6,C2,4.0,0.0,1,Z-WVO,0.24443
42.4,89.0,6.1,3.4,,2.0,0.0,1,Z-IOA,0.75748
43.1,124.0,3.6,3.4,C3,1.0,1.0,0,Z-UWS,0.13235
60.9,109.0,5.1,3.9,C2,3.0,0.0,0,Z-NAF,0.52596
48.6,96.0,-4.6,-5.9,,3.0,0.0,0,Z-WKS,-1.34974
,110.0,4.4,8.4,C5,5.0,0.0,0,,-1.31344
46.6,,5.4,11.6,C4,5.0,1.0,0,Z-JJD,-1.07788
61.8,90.0,,1.3,C1,2.0,0.0,1,Z-FSQ,-0.39276
51.2,88.0,5.8,3.1,C1,,1.0,1,Z-CFG,-1.04681
52.2,78.0,2.2,-0.4,C3,3.0,1.0,1,Z-BOW,-1.14061
62.7,137.0,5.3,0.4,C1,3.0,1.0,0,Z-QWF,0.69366
47.3,65.0,7.1,,C2,1.0,,1,Z-NGU,
42.6,137.0,1.2,4.8,C4,4.0,0.0,0,,-1.35444
46.6,97.0,-3.2,,C5,3.0,0.0,0,Z-IQY,1.22092
53.8,118.0,-0.6,-2.9,C1,,0.0,1,Z-YYY,1.21477
37.6,92.0,3.9,8.1,C4,4.0,1.0,1,Z-SRV,1.13426
55.3,108.0,1.6,,C2,3.0,1.0,1,Z-MLM,-2.34416
,96.0,-0.7,-0.4,C3,5.0,1.0,0,Z-NUL,-1.30104
59.3,118.0,2.5,-6.2,C1,2.0,1.0,1,Z-GXB,-1.16054
31.0,82.0,-2.1,-0.5,C1,,1.0,1,Z-DDR,0.12921
43.9,68.0,2.4,4.8,C3,1.0,0.0,0,,0.51975
36.7,51.0,0.0,-0.7,C2,2.0,0.0,0,Z-IPG,0.46556
,111.0,-2.3,-6.4,C4,5.0,0.0,0,Z-VBH,-0.69998
52.1,104.0,2.8,2.7,C1,,0.0,1,Z-HXK,1.0394
48.7,44.0,-4.0,,C1,5.0,0.0,0,Z-VOL,2.05179
-31.2,84.0,3.4,-3.6,C1,1.0,0.0,0,Z-ZPL,0.08091
48.9,,-0.7,1.2,C3,4.0,0.0,0,Z-DIZ,1.09474
-27.5,99.0,-2.2,1.1,C3,3.0,0.0,0,Z-KZL,0.09109
42.1,72.0,5.5,0.1,C2,1.0,0.0,0,Z-UMZ,-2.60423
55.8,70.0,0.3,-6.3,C1,4.0,0.0,1,Z-HBR,-0.66773
55.5,94.0,-0.9,-6.2,C1,,,0,Z-CBO,-0.38809
53.2,74.0,4.4,3.1,C1,5.0,0.0,1,Z-JEV,0.53987
54.6,119.0,,-2.0,C1,5.0,1.0,1,,0.81265
52.5,106.0,6.4,9.5,C5,4.0,0.0,1,Z-BVS,-0.61459
,118.0,0.3,-3.3,C1,5.0,0.0,0,Z-NMA,-1.05835
49.5,79.0,,,C1,3.0,0.0,1,Z-WJO,-0.93837
47.7,137.0,-3.0,-7.4,C3,5.0,,0,Z-QNP,-0.18341
44.1,71.0,7.1,7.1,C5,4.0,1.0,1,Z-XAQ,-0.34016
41.9,68.0,3.0,3.8,C3,4.0,0.0,0,Z-DSQ,0.0574
40.2,77.0,3.4,-5.8,C1,5.0,0.0,0,Z-RYE,0.97389
43.0,86.0,4.9,-0.2,C2,3.0,0.0,1,Z-UTV,-1.15139
49.6,112.0,-1.2,-3.4,C1,3.0,0.0,1,Z-DOX,1.87592
52.8,130.0,3.3,,C1,5.0,1.0,1,Z-UJL,-0.40503
50.6,124.0,-2.4,-0.1,C3,,0.0,1,Z-XFY,1.25563
44.0,156.0,-3.9,-7.6,C4,1.0,0.0,1,Z-VLK,0.00918
57.4,67.0,2.6,3.7,C1,2.0,0.0,1,Z-YYB,0.56628
,,6.5,6.1,C3,3.0,1.0,0,,-0.74113
48.9,84.0,-0.4,-2.4,C3,1.0,0.0,0,Z-DCC,0.8633
44.9,146.0,-0.0,1.6,C2,3.0,0.0,1,Z-GED,-0.07208
54.5,113.0,6.6,-2.3,C1,2.0,0.0,1,Z-VWN,-1.4506
51.7,48.0,-2.1,-3.7,C5,2.0,0.0,1,Z-OKY,-0.32504
38.6,93.0,4.0,-1.4,C1,5.0,0.0,1,Z-ZYP,-0.9119
49.6,107.0,5.4,2.7,C1,2.0,1.0,1,Z-SPS,0.59894
52.3,124.0,4.4,0.3,C1,5.0,1.0,1,Z-APD,-0.59426
43.0,69.0,1.4,-0.1,C3,3.0,0.0,0,Z-TZW,0.80802
51.7,112.0,-0.3,,C4,5.0,0.0,1,Z-BXW,0.7105
38.5,73.0,5.6,3.9,C1,4.0,0.0,1,Z-LTW,0.56599
,100.0,1.9,0.8,C1,3.0,0.0,1,Z-SAG,-0.58046
60.1,126.0,3.0,3.4,,,1.0,0,Z-PVK,1.10146
48.1,101.0,-1.0,-7.9,C3,5.0,0.0,0,Z-JZE,-0.12592
53.1,134.0,4.3,4.3,C5,4.0,0.0,1,Z-QVY,-0.1958
30.9,69.0,0.6,-7.5,C3,1.0,0.0,0,Z-SIF,1.03238
40.9,101.0,-1.0,-14.4,C3,5.0,0.0,0,Z-PYS,-0.48096
47.8,64.0,2.8,9.2,C2,3.0,0.0,1,Z-IVX,1.20373
41.6,124.0,6.5,0.1,C1,1.0,1.0,1,Z-SXQ,0.81715
55.9,89.0,1.5,-2.2,C2,2.0,1.0,1,Z-THI,0.62155
-13.2,152.0,-3.5,-12.6,C2,5.0,0.0,0,Z-IED,-0.10126
40.7,92.0,4.7,0.6,C2,3.0,0.0,1,Z-UEF,-0.58323
43.5,93.0,-4.3,-4.5,C2,4.0,1.0,1,Z-GIM,0.41873
52.0,124.0,-2.7,-2.9,C1,3.0,0.0,1,Z-ZQI,-1.16935
63.1,64.0,,-6.7,C3,1.0,0.0,0,Z-HGO,0.27432
40.4,,0.1,-3.4,C2,2.0,1.0,0,Z-PGZ,-0.92731
52.2,124.0,5.6,4.9,C4,5.0,1.0,0,Z-UUD,1.16414
64.7,177.0,5.0,3.8,C1,2.0,0.0,0,Z-DRN,0.09394
36.9,77.0,3.6,,C2,5.0,1.0,1,Z-ZMI,1.00873
39.9,17.0,5.0,6.0,C2,2.0,1.0,0,Z-JZA,-1.02802
46.8,86.0,-0.1,-2.2,C1,5.0,0.0,1,Z-IYM,-0.02223
125.3,92.0,3.5,7.4,C2,1.0,1.0,0,Z-PWZ,-0.66182
56.7,141.0,0.7,-2.3,C2,3.0,0.0,0,Z-ROF,-0.19355
52.1,105.0,-3.0,-1.3,C3,1.0,0.0,0,Z-XBD,-1.18148
36.0,,5.0,5.9,C1,2.0,1.0,1,Z-PAG,0.92625
54.3,133.0,1.7,-7.1,C4,5.0,0.0,1,Z-LRZ,
45.5,108.0,,,C1,2.0,0.0,1,Z-WGK,0.44315
60.4,99.0,-2.2,-6.2,C2,5.0,1.0,1,Z-BMW,0.53293
45.1,111.0,4.1,-2.3,C3,3.0,0.0,0,Z-AKD,1.36742
45.1,77.0,-1.3,-4.5,C1,4.0,0.0,1,Z-LEW,0.60513
54.5,100.0,4.0,2.6,C1,,1.0,1,Z-QDI,-1.68399
56.3,96.0,6.9,-2.2,C1,5.0,0.0,1,Z-RZQ,-0.80086
53.7,98.0,4.9,2.8,C2,4.0,0.0,1,Z-WOK,-1.24446
36.7,102.0,-0.6,-3.0,C1,5.0,,1,Z-GYF,-1.29526
54.5,60.0,3.0,5.4,C5,1.0,1.0,1,Z-ZBG,-1.07479
41.9,116.0,0.6,-3.8,C1,2.0,,1,Z-NLX,0.70577
52.0,108.0,2.7,5.8,C4,,0.0,1,Z-KGF,0.64718
,71.0,2.0,1.8,,4.0,1.0,1,Z-RGI,0.28856
53.7,107.0,1.6,-0.4,C1,2.0,0.0,1,Z-MAK,-1.10544
43.7,65.0,4.9,8.1,C3,3.0,0.0,0,Z-XBH,-0.54179
39.9,39.0,3.0,9.2,C5,3.0,1.0,1,Z-VDR,0.59752
55.9,86.0,-3.0,-5.1,C1,3.0,1.0,1,Z-ZXI,0.25885
52.1,53.0,-4.2,-8.4,C2,3.0,,0,Z-YSB,-1.16657
45.2,56.0,7.1,,C3,3.0,,0,Z-WHH,0.1174
-17.5,76.0,5.5,-2.9,C3,2.0,1.0,0,Z-GNI,0.05191
46.6,127.0,4.1,-3.5,C4,3.0,1.0,1,Z-SYX,1.54234
50.4,66.0,2.8,6.4,C1,2.0,1.0,1,Z-XYH,-0.29718
52.3,,6.3,6.3,C1,2.0,0.0,0,Z-DPH,-2.66129
45.2,122.0,,-3.9,C3,4.0,1.0,0,,0.33647
53.9,130.0,6.5,17.3,C1,5.0,,0,Z-UCT,1.11268
45.9,85.0,2.4,-5.3,C3,2.0,1.0,0,Z-BEC,-1.60922
46.9,87.0,-0.8,0.4,C2,5.0,1.0,1,Z-UYE,0.90261
61.1,124.0,3.9,-1.6,C2,3.0,0.0,0,Z-ABD,1.17214
41.8,143.0,-0.3,5.7,C4,5.0,1.0,0,Z-XCZ,0.21366
30.8,79.0,-5.4,-8.6,C3,2.0,1.0,0,Z-BFY,-0.54191
63.1,140.0,4.0,0.7,C3,4.0,1.0,0,Z-BEJ,0.06409
,196.0,0.8,-8.5,C5,3.0,0.0,0,Z-CHO,-0.29285
46.9,102.0,-0.3,6.9,C1,5.0,0.0,1,Z-UGL,0.30066
34.7,105.0,0.1,-4.1,C3,1.0,,0,Z-GLP,
47.7,109.0,3.9,3.9,C2,1.0,0.0,0,Z-UQG,0.23867
47.9,109.0,5.4,3.1,C2,5.0,1.0,1,Z-HGE,-0.46246
48.6,72.0,2.7,-1.6,C4,1.0,1.0,0,Z-TQO,0.75178
41.2,,-1.3,-12.2,,5.0,0.0,0,Z-ZEA,-0.27529
54.8,94.0,5.0,1.8,,1.0,0.0,0,Z-FAB,-1.54294
54.4,131.0,2.1,-0.9,C4,1.0,0.0,0,Z-UJC,0.30847
38.2,103.0,5.6,4.6,C1,2.0,0.0,1,Z-GYX,1.92919
55.8,146.0,8.1,14.6,C3,4.0,0.0,0,Z-CBB,-0.36605
,128.0,0.9,1.9,C4,3.0,0.0,0,Z-QGB,0.24367
51.5,117.0,-2.9,-0.5,C3,5.0,1.0,1,Z-FVJ,-1.39147
47.5,110.0,-0.8,-3.6,C3,3.0,1.0,0,Z-CSA,-0.08611
49.0,96.0,4.0,-3.7,C4,3.0,,0,Z-SOG,-0.30385
55.1,100.0,-1.9,-4.5,C1,3.0,0.0,1,Z-IMP,0.25632
36.3,37.0,5.1,-0.3,C3,3.0,0.0,0,Z-PNY,0.05019
51.5,98.0,3.4,1.2,C3,3.0,1.0,0,Z-UXY,
47.0,92.0,6.1,1.6,C2,5.0,0.0,1,Z-LMB,0.84374
64.9,156.0,2.4,-6.6,C5,5.0,1.0,0,Z-VIX,-0.61713
48.8,131.0,-3.3,0.8,,1.0,1.0,1,Z-LOA,-1.01799
63.5,127.0,4.2,1.5,C1,3.0,0.0,0,Z-VWP,1.13458
41.3,141.0,3.2,-0.2,C4,3.0,1.0,1,Z-TZC,0.62515
54.9,113.0,-2.8,-8.7,C1,4.0,1.0,1,Z-TKW,-0.89599
52.7,133.0,-1.8,-5.2,C3,2.0,1.0,0,Z-MJA,-1.18502
43.2,,-5.0,-9.6,C5,5.0,0.0,1,Z-UKW,-1.11801
51.6,72.0,1.4,-5.4,C4,3.0,0.0,0,,2.28387
59.9,105.0,3.5,2.2,C3,2.0,0.0,0,Z-AJD,0.75443
47.6,136.0,,-3.6,C5,4.0,0.0,1,Z-AFK,0.30904
36.6,70.0,4.4,5.4,C2,3.0,1.0,1,Z-TWG,0.7559
50.0,88.0,5.8,,C1,5.0,0.0,1,Z-CKH,0.61645
42.9,88.0,-2.6,-3.4,C3,1.0,0.0,0,Z-QBB,2.48316
47.4,85.0,4.6,2.8,C3,1.0,0.0,0,Z-ECZ,0.65178
49.5,131.0,-2.1,-1.8,C4,5.0,0.0,1,,0.55324
36.5,128.0,-1.1,-6.2,C2,3.0,0.0,1,Z-PWT,-0.22743
37.2,79.0,-0.1,2.1,C1,2.0,0.0,1,Z-GTK,0.97738
54.0,121.0,1.4,-5.4,C1,4.0,0.0,1,Z-PRE,0.43137
46.0,120.0,-3.5,-4.5,C1,5.0,1.0,1,Z-HKO,0.24356
29.6,69.0,-0.6,-7.3,C3,5.0,0.0,0,Z-WTC,-2.66142
56.4,87.0,0.8,-1.4,C2,5.0,0.0,1,Z-WTQ,
52.3,93.0,-2.4,0.0,C1,2.0,1.0,1,Z-XTX,-0.85789
44.4,,4.4,4.6,C1,5.0,0.0,1,Z-UKI,0.75351
39.6,281.0,0.3,3.2,C1,1.0,1.0,1,Z-VDW,-1.97619
56.8,63.0,2.6,-0.6,C2,2.0,0.0,1,Z-OYC,-0.57839
53.0,93.0,5.5,7.1,C4,2.0,0.0,1,Z-IQB,-1.08901
69.2,113.0,3.3,,C5,2.0,0.0,1,Z-CFE,0.05115
53.5,130.0,1.9,-1.9,C2,2.0,0.0,0,Z-BDV,0.20531
53.3,87.0,5.6,3.8,C2,5.0,1.0,1,Z-RSO,0.45749
48.8,86.0,5.0,6.4,C1,5.0,0.0,1,Z-XQP,-0.55129
56.7,98.0,4.2,-0.2,C2,,0.0,1,Z-QVC,-0.2981
